"id","name","ownerID","ofClientsYears","activeProgramCohort","programCohortHistory","alternateAccountName","annualBudgetMostRecent","billingAddressCity","billingAddressCountry","billingAddressGeocodeAccuracy","billingAddressLatitude","billingAddressLongitude","billingAddressPostalCode","billingAddressState","billingAddressStreet","bipocHeadOfOrg","bipocPctOfBoard","bipocPctOfSrLeaders","bipocPctOfStaff","caseStudyStatus","caseType","countOfProgrammEngagements","fullTimeStaffRangeCount","fullTimeStaffRange","highestStageValue","directoryTags","SMAccountID","mostRecentPEState","mrp","parentID","serviceDelivery","type","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp","daysSinceLastActivity"
"0011C00001r78kHQAQ",Genesys Works Twin Cities,"0051C000007hJg7QAE",,,"2017 Co-Funded(Graduated)",Genesys Works - Twin Cities,5741540.0,St. Paul,US,Address,44.9482120,-93.0943010,"55101",MN,"445 Minnesota Street, Suite 720",,,,,,,1.00,27.00,"21-40",,"Employment,Workforce Development,Jobs,High School,Transition-Age Youth (TAY)",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 18:17:00","00515000006O7b8AAC","2023-02-22 20:24:19","0051C000008XsOpQAK","2023-02-22 20:24:19",
"0011C00001r78PTQAY",Fresno Area Hispanic Foundation,"0051C000007baU5QAI",,,"2018 R1 Co-Funded(Graduated)",,825180.0,Fresno,US,Address,36.7388640,-119.7951130,"93721",CA,"1444 Fulton St",,,,,,,1.00,3.00,<10,,"Rural development,Rural,Immigrants",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 17:22:16","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",1574.00
"0011C00001r78qZQAQ",Moses Taylor Foundation,"00515000006O7O1AAK",,,,,,Scranton,US,Block,41.4073900,-75.6645200,"18503",PA,"125 N Washington Ave, Suite 205",,,,,Completed,Sustaining Feedback,0.00,,,,,,,0,"0014T000005SRI2QAO",,Family foundations,"2017-12-15 18:33:49","00515000006O7O1AAK","2022-08-23 09:01:15","00515000006O7O1AAK","2023-04-06 21:39:17",6.00
"0011C00001r78XIQAY",West Valley Community Services,"0051C000007hJksQAE",,,"2018 R1 Co-Funded(Graduated)",,2883597.0,Cupertino,US,Block,37.3231410,-122.0273860,"95014",CA,"10104 Vista Drive",,,,,,,1.00,18.00,"10-20",,"Basic and emergency aid,Food Bank,Chinese,Vietnamese,Russian",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-15 17:41:16","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",1555.00
"0011C00001r79CiQAI",Catholic Charities of Santa Rosa,"0051C000007hJksQAE",,,"2018 R1 Co-Funded(Graduated)",,11386829.0,Santa Rosa,US,Address,38.4750520,-122.7367880,"95402",CA,"987 Airway Ct.",,,,,,,1.00,130.00,>100,,"Family services,Food Bank,Citizenship,Immigrants",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 19:15:08","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001r79EPQAY",Children's Law Center,"0051C000007hJl2QAE",,,"2017 Co-Funded(Graduated)",,10398559.0,Washington,US,Address,38.8965490,-77.0147500,"20002",DC,"501 3rd Street NW, 8th Floor",,,,,Completed,Equity and/or Co-Creation;Client Engagement,1.00,95.00,"61-100",0.10,"Legal services,Legal Aid,Focus Groups","156423908",Graduated,0,,Cohort,Nonprofit,"2017-12-15 19:19:33","00515000006O7O1AAK","2023-03-09 22:19:35","0051C000008XsOpQAK","2023-03-09 22:19:35",
"0011C00001r79HdQAI",Community Legal Services of Mid-Florida,"0051C000007hJksQAE",,,"2017 Co-Funded(Graduated)",,8800000.0,Daytona Beach,US,Zip,29.1993000,-81.0445000,"32114",FL,Community Legal Services of Mid-Florida,,,,,,,1.00,81.00,"61-100",,"Legal services,Legal Aid,Helpline,Phone surveys,Text message surveys",,Graduated,0,,One time drop in,Nonprofit,"2017-12-15 19:27:13","00515000006O7O1AAK","2023-02-22 20:24:42","0051C000008XsOpQAK","2023-02-22 20:24:42",967.00
"0011C00001r79JAQAY",Lotus Bloom,"0051C000007hJksQAE",,,"2017 Co-Funded(Graduated)",,1200000.0,Oakland,US,Address,37.8082140,-122.2714300,"94612",CA,"555 19th Street, Suite 131",,,,,,,1.00,5.00,<10,,"Family services,Early Childhood,Parents,Pregnant,Women",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 19:31:08","00515000006O7O1AAK","2023-02-22 20:24:42","0051C000008XsOpQAK","2023-02-22 20:24:42",
"0011C00001r79vMQAQ",Juvenile Intervention and Faith-based Follow-up (JIFF),"0051C000007baUAQAY",,,"2018 R1 Co-Funded(Graduated)",JIFF,1149000.0,Memphis,US,Address,35.1363190,-90.0430120,"38126",TN,"254 S. Lauderdale",,,,,,,1.00,14.00,"10-20",,"Youth development,Mentoring,Training,Youth,People of Color (POC),Paper surveys,Faith-based",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 20:57:50","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7a5JQAQ",Jewish Vocational & Career Counseling Service,"0051C000007hJl7QAE","30",a054T00000B1UAlQAN,"2018 R1 Co-Funded(Graduated) 2023 R1 Premium(Active)",Jewish Vocational Service (JVS),13000000.0,San Francisco,US,Address,37.7887770,-122.4025760,"94104",CA,"1 Post Street",,,,,Sourced,Orgs Changing Due to L4G;Other;Sustaining Feedback;Client Engagement,2.00,97.00,"61-100",0.10,"Employment,Workforce Development,Jobs","193772616",Active,1,,Cohort,Nonprofit,"2017-12-20 21:17:53","00515000006O7O1AAK","2023-04-12 22:31:55","0051C000007hJl7QAE","2023-04-12 22:31:55",0.00
"0011C00001r7AQNQA2",Heart of Los Angeles (HOLA),"0051C000007hJg7QAE",,,"2018 R1 Co-Funded(Graduated)",,4244685.0,Los Angeles,US,Address,34.0614450,-118.2825580,"90057",CA,"2701 Wilshire Blvd., Suite 100",,,,,,,1.00,21.00,"21-40",,"Education services,Education,Arts,High School",,Graduated,0,,Cohort,Nonprofit,"2017-12-15 22:23:45","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7B5zQAE",Safe Alternatives to Violent Environments (SAVE),"0054T000001swLsQAI","450",a054T00000B1UAlQAN,"2018 R1 Co-Funded(Graduated) 2023 R1 Premium(Active)",SAVE,3500000.0,Fremont,US,Address,37.5584260,-121.9795480,"94538",CA,"1900 Mowry Avenue",No,50.0,44.0,84.0,,,2.00,20.00,"10-20",0.20,"Shelter and residential care,Women,Domestic violence","193691842",Active,1,,Repeated drop in,Nonprofit,"2017-12-16 02:27:25","00515000006O7O1AAK","2023-04-11 22:39:07","00515000006O7O1AAK","2023-04-11 22:39:07",12.00
"0011C00001r7bEYQAY",East Bay Agency for Children,"0054T000001ibDAQAY","20",a054T00000B1UAmQAN,"2018 R1 Co-Funded(Graduated) 2023 R1 Online+(Active) 2021 R1 Online+(Graduated)",,17000000.0,Oakland,US,Address,37.7739300,-122.2352450,"94601",CA,"2828 Ford St",No,,50.0,,,,3.00,197.00,>100,4.00,"Mental health care,Mental health,Youth,Family services","166901062",Active,1,,Cohort,Nonprofit,"2017-12-20 23:45:55","00515000006O7O1AAK","2023-04-11 22:39:07","00515000006O7O1AAK","2023-04-12 20:37:19",0.00
"0011C00001r7bUbQAI",Peninsula Family Service,"0051C000007hJg7QAE",,,"2018 R1 Co-Funded(Graduated)",,14466680.0,San Mateo,US,Block,37.5641420,-122.3258070,"94401",CA,"24 Second Avenue",,,,,Completed,Step 3: Interpreting Results,1.00,119.00,>100,,"Family services,Financial education,Seniors,Transition-Age Youth (TAY)",,Graduated,0,,Cohort,Nonprofit,"2017-12-21 01:06:20","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7bWmQAI",HOPE Services Hawaii,"0051C000007baU5QAI",,,"2018 R1 Co-Funded(Graduated)","HOPE Services Hawaii, Inc.",5907743.0,Hilo,US,Block,19.7208960,-155.0840420,"96720",HI,"296 Kilauea Avenue",,,,,,,1.00,49.00,"41-60",,"Shelter and residential care,Housing,Homeless",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-21 01:17:53","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",1576.00
"0011C00001r7DbJQAU",The New York City Urban Debate League,"0051C000007hJksQAE",,,"2018 R1 Co-Funded(Graduated)",,800000.0,New York,US,Address,40.7057390,-74.0139660,"10004",NY,"25 Broadway 12th Floor",,,,,,,1.00,8.00,<10,,"Education services,Email surveys",,Graduated,0,,Cohort,Nonprofit,"2017-12-16 07:33:16","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001r7eWCQAY",Stockton Shelter for the Homeless,"0051C000007baUAQAY",,,"2018 R1 Co-Funded(Graduated)",,1200000.0,Stockton,US,Address,37.9467980,-121.2980150,"95203",CA,"411 South Harrison Street",,,,,,,1.00,15.00,"10-20",,"Shelter and residential care,Homeless shelter,Homeless,Paper surveys",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-21 16:59:22","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7k2zQAA",Palomar,"0051C000008XsOpQAK",,,"2018 R1 Co-Funded(Graduated)",,1578120.0,Oklahoma City,US,Address,35.4797540,-97.5188960,"73103",OK,"1140 N Hudson",,,,,Completed,Participant-Created Materials;Step 5: Closing the Loop,1.00,6.00,<10,,"Abuse prevention,Domestic violence,Trauma",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-22 13:30:21","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",1422.00
"0011C00001r7KDRQA2","The Wright Center Medical Group, P.C.","0051C000007hJkxQAE",,,"2018 R1 Co-Funded(Graduated)",,18450514.0,Scranton,US,Block,41.4070690,-75.6648640,"18503",PA,"111 North Washington Avenue",,,,,,,1.00,340.00,>100,,Out-patient medical care,,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-18 15:13:13","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",1276.00
"0011C00001r7L9qQAE",Elizabeth Bausch,"00515000006O7b8AAC",,,,,,Washington,,,,,,DC,,,,,,,,0.00,,,,,,,0,,,Individual funders,"2017-12-18 17:02:08","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2022-08-23 09:01:15",
"0011C00001r7LAjQAM",NeighborWorks America: Working Together for Strong Communities,"00515000006O7b8AAC",,,,,,Washington,,Address,38.9020400,-77.0084180,"20002",DC,"999 North Capitol St NE, Suite 900",,,,,,,0.00,,,,,,,0,,,Nonprofit,"2017-12-18 17:04:39","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2022-08-23 09:01:15",266.00
"0011C00001r7LAKQA2",United Neighborhood Centers of NEPA,"0051C000007hJlHQAU",,,"2018 R1 Co-Funded(Graduated)",,6530678.0,Throop,US,Block,41.4374480,-75.6079570,"18512",PA,"777 Keystone Industrial Park Road",,,,,,,1.00,61.00,"61-100",,"Basic and emergency aid,Childcare",,Graduated,0,,One time drop in,Nonprofit,"2017-12-18 17:03:49","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001r7LHfQAM",Harland Charitable Foundation,"00515000006O7b8AAC",,,,,,Atlanta,,Address,33.8520410,-84.3785670,"30305",GA,"3565 Piedmont Rd NE",,,,,,,0.00,,,,,,,0,,,All other foundations,"2017-12-18 17:19:51","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2022-08-23 09:01:15",246.00
"0011C00001r7LKAQA2",York Solutions' Think IT Association,"00515000006O7b8AAC",,,,,,Westchester,,Block,41.8471320,-87.9054220,"60154",IL,"1 Westbrook Corporate Center, Suite 910",,,,,,,0.00,,,,,,,0,,,Other,"2017-12-18 17:25:52","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2022-08-23 09:01:15",
"0011C00001r7LL3QAM",Younger Family Fund,"00515000006O7O1AAK",,,,,,Palo Alto,US,Zip,37.4176000,-122.1560000,"94304",CA,"755 Page Mill Road, A200",,,,,,,0.00,,,,,,,0,,,Family foundations,"2017-12-18 17:28:00","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2023-04-06 16:59:09",6.00
"0011C00001r7LvsQAE",Women's Resource Center,"0051C000007baU5QAI",,,"2018 R1 Co-Funded(Graduated)","Women's Resource Center, Inc.",2468450.0,Scranton,US,Zip,41.4043000,-75.6647000,"18501",PA,P.O. Box 975,,,,,Sourced,,1.00,28.00,"21-40",,"Shelter and residential care,Housing,Women,High School",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-18 17:58:22","00515000006O7O1AAK","2023-04-04 23:20:18","0054T000001jUQ7QAM","2023-04-04 23:20:18",1617.00
"0011C00001r7lwuQAA",Women's Center Youth & Family Services,"0051C000007baU5QAI",,,"2018 R1 Co-Funded(Graduated)",Women's Center-Youth & Family Services,3848112.0,Stockton,US,Address,37.9596140,-121.2885360,"95202",CA,"620 N San Joaquin Street",,,,,Sourced,Other,1.00,70.00,"61-100",,"Shelter and residential care,Women,Domestic violence",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-22 18:21:18","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",1577.00
"0011C00001r7nHcQAI",Sunlight Giving,"00515000006O7O1AAK",,,,,,Palo Alto,,Address,37.4394240,-122.1586430,"94301",CA,"855 El Camino Real
Building 4, Suite 200",,,,,,,0.00,,,,,,,0,,,All other foundations,"2017-12-22 23:01:10","00515000006O7O1AAK","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",253.00
"0011C00001r7NJ1QAM",SHELTER,"0051C000008qScWQAU",,a054T00000B1ERgQAN,"2018 R1 Co-Funded(Graduated) 2021 R2 Premium(Postponed) 2022 R2 Premium(Active)","SHELTER, Inc.",465000.0,Concord,US,Address,37.9695450,-122.0522080,"94520",CA,"1333 Willow Pass Road #206",No,,,,,,2.00,127.00,>100,1.10,Shelter and residential care,"176219946",Active,1,,Cohort,Nonprofit,"2017-12-18 20:27:24","00515000006O7O1AAK","2023-04-12 19:28:08","0051C000008XsOpQAK","2023-04-12 19:28:08",8.00
"0011C00001r7O30QAE",Foundation for Students Rising Above,"0051C000007baUAQAY",,,"2018 R1 Co-Funded(Graduated)",,4951700.0,San Francisco,US,ExtendedZip,37.7922000,-122.3922000,"94119",CA,PO BOX 192492,,,,,,,1.00,15.00,"10-20",,"Student services,College access,High School,College,Email surveys,Text message surveys,Salesforce",,Graduated,0,,Cohort,Nonprofit,"2017-12-18 22:02:45","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7OEwQAM",Seven Tepees Youth Program,"0051C000007hJg7QAE",,,"2018 R1 Co-Funded(Graduated)",,1182500.0,San Francisco,US,Block,37.7634630,-122.4168020,"94110",CA,"3177 Seventeenth Street",,,,,,,1.00,12.00,"10-20",,"Student services,Youth development,High School,Transition-Age Youth (TAY),After-school",,Graduated,0,,Cohort,Nonprofit,"2017-12-18 22:40:31","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001r7OOHQA2",Aspen Institute,"00515000006O7b8AAC",,,,,,Washington,USA,Address,38.9068890,-77.0507720,"20037",DC,"2300 N St. NW Suite 700",,,,,,,0.00,,,,,,,0,,,Other,"2017-12-18 23:02:15","00515000006O7b8AAC","2022-08-23 09:01:15","00515000006O7O1AAK","2022-08-23 09:01:15",
"0011C00001r7OVhQAM",La Clinica de La Raza,"0051C000007hJkxQAE",,,"2018 R1 Co-Funded(Graduated)","La Clinica de La Raza, Inc.",102465011.0,Oakland,US,Zip,37.7699000,-122.2248000,"94623",CA,PO Box 22210,,,,,Completed,Participant-Created Materials;Step 2: Survey Administration,1.00,784.00,>100,,"Out-patient medical care,FQHC,Youth,Chinese,Advisory Council",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-18 23:28:12","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001r7QySQAU",Covenant House New York,"0051C000007hJg7QAE",,,"2018 R1 Co-Funded(Graduated)",Covenant House New York/Under 21,21200414.0,New York,US,Block,40.7583790,-73.9948670,"10036",NY,"460 West 41st Street",,,,,,,1.00,216.00,>100,,"Family services,Homeless,Youth,Transition-Age Youth (TAY),Text message surveys",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-19 15:39:25","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",226.00
"0011C00001r7SlZQAU",Childhaven,"0051C000007hJkxQAE",,,"2017 Co-Funded(Graduated)",,3079473.0,Farmington,US,Block,36.7338500,-108.2183280,"87401",NM,"807 W. Apache St",,,,,,,1.00,22.00,"21-40",,"Family services,Shelter and Residential Care,Youth",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-19 19:20:59","00515000006O7O1AAK","2023-02-22 20:24:42","0051C000008XsOpQAK","2023-02-22 20:24:42",
"0011C00001r7SnQQAU",DREAM,"0051C000007hJkxQAE",,,"2017 Co-Funded(Graduated)",,15517157.0,New York,US,Block,40.7883010,-73.9443590,"10029",NY,"1991 Second Avenue",,,,,Completed,Orgs Changing Due to L4G,1.00,90.00,"61-100",,"Education services,Focus Groups",,Graduated,0,,Cohort,Nonprofit,"2017-12-19 19:25:56","00515000006O7O1AAK","2023-02-28 21:03:37","0054T000001k34NQAQ","2023-02-28 21:03:37",513.00
"0011C00001r7SosQAE",Matagorda Episcopal Health Outreach Program (MEHOP),"0051C000007hJkxQAE",,,"2017 Co-Funded(Graduated)",,6163803.0,Bay City,US,Address,29.0034230,-95.9719870,"77414",TX,"101 Avenue F North",,,,,,,1.00,65.00,"61-100",,"Out-patient medical care,Dental Care",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-19 19:28:48","00515000006O7O1AAK","2023-02-22 20:24:42","0051C000008XsOpQAK","2023-02-22 20:24:42",
"0011C00001r7SqZQAU",Special Health Resources for Texas (SHRT),"0051C000007hJkxQAE",,,"2017 Co-Funded(Graduated)",SHRT,12131000.0,Longview,US,Block,32.4962420,-94.7278650,"75601",TX,"402 N. 7th St.",,,,,,,1.00,111.00,>100,,"Out-patient medical care,FQHC",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-19 19:31:49","00515000006O7O1AAK","2023-02-22 20:24:42","0051C000008XsOpQAK","2023-02-22 20:24:42",
"0011C00001r7ZowQAE",The Food Bank for Central and Northeast Missouri,"0051C000007hJl7QAE",,,"2018 R1 Co-Funded(Graduated)",,6169983.0,Columbia,US,Address,38.9724360,-92.3065380,"65202",MO,"2101 Vandiver Drive",,,,,Completed,Participant-Created Materials;Step 5: Closing the Loop,1.00,57.00,"41-60",,"Basic and emergency aid,Food Bank,Rural",,Graduated,0,,Repeated drop in,Nonprofit,"2017-12-20 20:40:50","00515000006O7O1AAK","2023-02-22 20:36:02","0051C000008XsOpQAK","2023-02-22 20:36:02",
"0011C00001t1WY7QAM",Sacred Heart Community Service,"0051C000007baUAQAY",,,"2018 R1 Co-Funded(Graduated)",,8926895.0,San Jose,US,Address,37.3162950,-121.8749830,"95110",CA,"1381 South First Street",,,,,Sourced,Equity and/or Co-Creation,1.00,78.00,"61-100",,"Family services,Multi-Service,Jobs,Workforce Development,Underserved,Experiencing poverty,Paper surveys",,Graduated,0,,Cohort,Nonprofit,"2017-12-27 18:37:19","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001t1yc1QAA",Walter & Elise Haas Fund,"00515000006O7b8AAC",,,,,,San Francisco,US,Address,37.8038470,-122.4024680,"94111",CA,"One Lombard Street, Suite 305",,,,,,,0.00,,,,,,,0,,,Family foundations,"2018-01-02 15:56:14","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",252.00
"0011C00001t1yCeQAI",The Trio Foundation of Saint Louis,"00515000006O7b8AAC",,,,,,Saint Louis,,Zip,38.6311000,-90.3300000,"63117",Missouri,P.O. Box 179140,,,,,,,0.00,,,,,,,0,,,All other foundations,"2018-01-02 15:09:51","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yDXQAY",Morgan Family Foundation,"00515000006O7b8AAC",,,,,,Yellow Springs,,Address,39.8030880,-83.8961470,"45387",OH,"506 South High Street, Suite B",,,,,,,0.00,,,,,,,0,,,Family foundations,"2018-01-02 15:12:39","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yeHQAQ",Sundance Institute,"00515000006O7b8AAC",,,,,,Los Angeles,,Address,34.0622200,-118.3586660,"90036",CA,"5900 Wilshire Blvd., Suite 800",,,,,,,0.00,,,,,,,0,,,Corporate foundations/Corporate giving programs,"2018-01-02 16:00:36","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yeqQAA",John Phillips Consulting,"00515000006O7b8AAC",,,,,,Bishop,,Address,33.8335790,-83.4650880,"30621",GA,"1040 Creekstone Lane",,,,,,,0.00,,,,,,,0,,,Other,"2018-01-02 16:02:03","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yEzQAI",Arcus Foundation,"00515000006O7b8AAC",,,,,,New York,,Address,40.7455870,-73.9900240,"10001",NY,"44 West 28th Street, 17th Floor",,,,,,,0.00,,,,,,,0,,,Independent foundations,"2018-01-02 15:14:59","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",407.00
"0011C00001t1yNSQAY",Brookings Institute,"00515000006O7b8AAC",,,,,,Washington,,Address,38.9090130,-77.0404560,"20036",DC,"1775 Massachusetts Ave NW",,,,,,,0.00,,,,,,,0,,,Other,"2018-01-02 15:27:45","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yOiQAI",Bridges Ventures,"00515000006O7b8AAC",,,,,,New York,,Block,40.7531560,-73.9929780,"10018",NY,"505 Eighth Avenue, Suite 1805",,,,,,,0.00,,,,,,,0,,,Other,"2018-01-02 15:29:56","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1ySQQAY",Marga Incorporated,"00515000006O7b8AAC",,,,,,New York,,Zip,40.7516000,-73.9761000,"10163",NY,PO Box 4565,,,,,,,0.00,,,,,,,0,,,Consultants,"2018-01-02 15:37:16","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t1yXpQAI",Comcast Foundation,"00515000006O7b8AAC",,,,,,Philadelphia,,ExtendedZip,39.9542000,-75.1686000,"19103-2838",PA,One Comcast Center,,,,,,,0.00,,,,,,,0,,,Corporate foundations/Corporate giving programs,"2018-01-02 15:47:39","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t23P8QAI",Alameda Point Collaborative,"0051C000007hJlHQAU",,,"2018 R1 Co-Funded(Graduated)",,3572139.0,Alameda,US,Block,37.7847830,-122.2991610,"94501",CA,"677 West Ranger Avenue",,,,,,,1.00,26.00,"21-40",,"Shelter and residential care,Housing,Focus Groups",,Graduated,0,,Repeated drop in,Nonprofit,"2018-01-03 00:11:07","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001t2ApbQAE",United Way of Northwest Vermont_l4G Funder,"00515000006O7O1AAK",,,,,,South Burlington,,Address,44.4506000,-73.2068410,"05403",Vermont,"412 Farrell Street, Suite 200",,,,,,,0.00,,,,,,,0,,,Community foundations,"2018-01-03 19:13:42","00515000006O7O1AAK","2022-08-23 09:01:16","00515000006O7O1AAK","2023-04-05 23:35:55",7.00
"0011C00001t2BbfQAE",Outreach Center For Community Resources,"0051C000007hJlHQAU",,,"2018 R1 Co-Funded(Graduated)",EOTC (Employment Opportunity and Training Center of Northeast Pennsylvania),1702182.0,Scranton,US,Block,41.4132160,-75.6717710,"18503",PA,"431 N. 7th Avenue",,,,,Completed,Full Feedback Loop,1.00,31.00,"21-40",,"Criminal Justice and Re-entry Services,Employment,Jobs,Workforce Development,Formerly incarcerated",,Graduated,0,,Cohort,Nonprofit,"2018-01-03 20:43:35","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001t2CRjQAM",Operation Exodus Inner City,"0051C000007hJg7QAE",,,"2018 R1 Co-Funded(Graduated)",,1004100.0,New York,US,Address,40.8453760,-73.9378690,"10033",NY,"21 Wadsworth",,,,,,,1.00,4.00,<10,,"Education services,Transition-Age Youth (TAY)",,Graduated,0,,Cohort,Nonprofit,"2018-01-03 22:00:30","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001t2saeQAA",Eagle Evolution Consulting,"00515000006O7b8AAC",,,,,,Long Beach,,Address,33.7492270,-118.1244670,"90803",CA,"5902 East Ocean Blvd",,,,,,,0.00,,,,,,,0,,,Other,"2018-01-10 00:14:12","00515000006O7b8AAC","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",
"0011C00001t2xb0QAA",Samaritan House,"0051C000007hJl7QAE",,,"2018 R1 Co-Funded(Graduated)",,13078472.0,San Mateo,US,Address,37.5310920,-122.2881730,"94403",CA,"4031 Pacific Blvd",,,,,,,1.00,56.00,"41-60",,"Out-patient medical care,Latinos",,Graduated,0,,Repeated drop in,Nonprofit,"2018-01-10 19:14:23","00515000006O7O1AAK","2023-02-22 20:36:17","0051C000008XsOpQAK","2023-02-22 20:36:17",
"0011C00001t33SDQAY",LaTour Signature Group,"00515000006O7O1AAK",,,,,,Asheville,,Address,35.5970770,-82.5388690,"28805",NC,"1 Vance Gap Rd",,,,,,,0.00,,,,,,,0,,,For profit,"2018-01-11 16:35:54","00515000006O7O1AAK","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",437.00
"0011C00001t34yZQAQ",Community Foundation Sonoma County,"00515000006O7O1AAK",,,,,,Santa Rosa,US,Block,38.4409030,-122.7452210,"95401",CA,"120 Stony Point Rd #220",,,,,,,0.00,,,,,,,0,,,Public grantmaking charities,"2018-01-11 19:50:42","00515000006O7O1AAK","2022-08-23 09:01:16","00515000006O7O1AAK","2022-08-23 09:01:16",334.00
"0011C00001t35tzQAA",Marin Community Foundation,"00515000006O7O1AAK",,,,,,Novato,,Address,38.0581250,-122.5134640,"94559",CA,"5 hamilton Landing",,,,,,,0.00,,,,,,,0,,,Community foundations,"2018-01-11 21:49:47","00515000006O7O1AAK","2022-09-06 21:46:27","0054T000001k34NQAQ","2023-04-07 00:07:29",6.00
