DATE_CREATED,MEMBER_ID,SURVEY_ID,IP_ADDRESS,REC_ID,SL1,SL2,net_promoter_score_listen_for_good,l4g_meet_needs,l4g_respect,l4g_easy_get_services,l4g_connected,l4g_good_at,l4g_do_better,l4g_age,l4g_gender,l4g_race
2020-07-30T17:55:52+00:00,531051,274923972,72.201.17.30,11848117191,Human services,Targeted population support,10,Extremely well,Always,,,Communcating with parents providing us with valuable and reliable information.,,,Female,Hispanic or Latino
2020-07-31T17:34:55+00:00,531051,274923972,107.77.245.44,11851988735,Human services,Targeted population support,10,Extremely well,Always,,,They helped me get the right information I’ve been looking for.,,,Female,Hispanic or Latino
2020-07-31T18:11:53+00:00,531051,274923972,68.2.205.111,11852108845,Human services,Targeted population support,10,Very well,Always,,,Knowledge and caring.,Don’t know.,,Female,White
2020-08-01T22:04:18+00:00,531051,274923972,184.103.61.47,11855798453,Human services,Targeted population support,10,Very well,Always,,,Communication and support,Nothing I can think of,,Female,White
2020-08-04T13:47:51+00:00,531051,274923972,98.167.182.180,11866926700,Human services,Targeted population support,10,Extremely well,Always,,,Explaining in detail things about iep and really listening to my particular situation,Nothing,,Female,Hispanic or Latino
2020-08-05T11:29:37+00:00,531051,274923972,98.167.247.195,11870928705,Human services,Targeted population support,10,Extremely well,Always,,,For me it was a great resource,?,,Female,White
2020-08-05T13:41:27+00:00,531051,274923972,72.201.40.142,11871397677,Human services,Targeted population support,10,Extremely well,Always,,,Families speaking to families. The specialists know what we’re going through.,Quicker response time.,,Female,White
2020-08-05T16:37:09+00:00,531051,274923972,174.238.19.62,11872098867,Human services,Targeted population support,10,Extremely well,Always,,,Resources taking through stuff & more,covid help for iep?Otherwise they are amazing,,Female,White
2020-08-06T16:31:30+00:00,531051,274923972,68.98.121.153,11876940012,Human services,Targeted population support,10,Extremely well,Always,,,Connecting you to more resources and providing support,Nothing,,Female,White
2020-08-06T19:11:31+00:00,531051,274923972,172.58.17.221,11877582194,Human services,Targeted population support,10,Very well,Always,,,Me regresaron pronto la llamada y me dieron la información necesaria.,Pues hasta ahora me parece todo bien.,,Female,Hispanic or Latino
2020-08-07T19:16:08+00:00,531051,274923972,172.58.23.133,11882001649,Human services,Targeted population support,10,Very well,Always,,,Guiar y proveer información  sobre recursos,,,Female,Hispanic or Latino
2020-08-08T14:57:53+00:00,531051,274923972,68.231.59.150,11884439389,Human services,Targeted population support,10,Extremely well,Always,,,Listening to a parents needs and concerns of their child. Immediately responds,Honestly I have no comment. Was super happy and feel comfortable calling if I need any help.,,Female,Hispanic or Latino
2020-08-09T01:01:51+00:00,531051,274923972,70.176.7.162,11885559403,Human services,Targeted population support,10,Extremely well,Always,,,Informationresources support,Advertising their existence and services,,Female,White
2020-08-10T16:18:52+00:00,531051,274923972,98.167.189.200,11889866151,Human services,Targeted population support,7,Very well,Always,,,I only talked on phone Person was very nice,Not sure I am only grandma  Gave info to daughter,,,
2020-08-11T19:52:55+00:00,531051,274923972,174.18.57.92,11893900914,Human services,Targeted population support,10,Extremely well,Always,,,Lorri made me feel like I was the only important person on her schedule that day. She wasn't in a rush and was so informative.,Make more people aware of what they can help with!,,Female,White
2020-08-12T01:51:22+00:00,531051,274923972,68.110.123.207,11894792380,Human services,Targeted population support,10,Extremely well,,,,Helping parents/families through the maze of raising a special kid.  Understanding from a true parent perspective.,I don't know except have a person in every school district. Haha.  It would be great though.,,Female,White
2020-08-12T12:32:16+00:00,531051,274923972,98.161.196.117,11895806895,Human services,Targeted population support,10,Very well,Always,,,Offering assistance and support with your child.,Not sure.I have not been involved with them long enough to find any areas of improvement.,,Female,White
2020-08-12T12:54:06+00:00,531051,274923972,184.98.76.251,11895857132,Human services,Targeted population support,10,Extremely well,Always,,,Everything,Nothing,,Female,White
2020-08-12T14:15:00+00:00,531051,274923972,172.58.21.169,11896112290,Human services,Targeted population support,10,Extremely well,Always,,,Communication and sound information.,Keep same person contact during process.,,Female,Hispanic or Latino
2020-08-12T15:22:05+00:00,531051,274923972,107.77.231.171,11896321392,Human services,Targeted population support,2,Not well at all,Mostly,,,Intake. During the intake process I felt supported and hopeful someone would be able to assist me.,The issue I had dealt with conservatorship of a minor with special needs. The resource I was pointed towards was the Attorney General's office. How can RSK not have an attorney or paralegal who is able to answer broad legal questions about issues concerning disability and the law? So basically I was told that there are no resources for legal assistance for families of children with disabilities unless one hires a paid attorney. If this is actually the case RSK should work to find pro Bono assistance or perhaps a law student who can offer assistance.,,Male,White
2020-08-13T07:03:52+00:00,531051,274923972,70.180.31.66,11898625881,Human services,Targeted population support,10,Extremely well,Always,,,Everything extremely helpful,N.a,,Female,Hispanic or Latino
2020-08-13T15:02:46+00:00,531051,274923972,98.171.1.71,11899691879,Human services,Targeted population support,10,Very well,Always,,,Dar apoyo alas familias en temas relacionados con nuestros hijos en sus necesidades especiales,Yo creo que todo está bien,,Female,Hispanic or Latino
2020-08-13T17:51:58+00:00,531051,274923972,174.18.69.130,11900197528,Human services,Targeted population support,10,Extremely well,Always,,,Support/resources/educating parents and families and listening!!!,Can’t think of anything right now,,Female,White
2020-08-14T00:44:29+00:00,531051,274923972,159.118.180.203,11901210317,Human services,Targeted population support,10,Very well,Always,,,Answering questions and helping families with getting started for seeking help,Not sure,,Female,Hispanic or Latino
2020-08-14T13:45:52+00:00,531051,274923972,97.124.80.110,11902777311,Human services,Targeted population support,5,Not well at all,Never,,,I don’t even remember talking to them,Who knows,,Female,White
2020-08-14T15:47:45+00:00,531051,274923972,184.101.219.156,11903135668,Human services,Targeted population support,10,Very well,Always,,,Being very informative giving guidance and help.,Nothing,,Female,Native American or Alaska Native
2020-08-17T07:08:43+00:00,531051,274923972,67.234.245.40,11908117037,Human services,Targeted population support,10,Extremely well,Always,,,I have reached out for 1 subject for the moment which is for help with  IEP and got more help and for that I’m very grateful! So I can see they’re great for family support with the school system.,I have yet to see anything that needs to be improved,,Female,
2020-08-17T17:07:38+00:00,531051,274923972,68.3.151.160,11909522697,Human services,Targeted population support,8,Very well,Always,,,Providing requested information,Return phone calls in a timely manner/you say you are going to call on a day expect to get a call,,Prefer not to say,White
2020-08-17T19:53:28+00:00,531051,274923972,98.171.20.85,11910018505,Human services,Targeted population support,6,Very well,Mostly,,,Las respuestas que les hacen los padres,Nose,,Male,Hispanic or Latino
2020-08-17T23:09:48+00:00,531051,274923972,68.104.245.154,11910516809,Human services,Targeted population support,10,Extremely well,Always,,,Listening caring and helping!,Doing pretty good as it is,,Female,
2020-08-18T16:54:25+00:00,531051,274923972,70.190.176.112,11912833139,Human services,Targeted population support,9,Very well,Always,,,Helpfulness. Quick responses,I was happy with my service,,Female,Native American or Alaska Native
2020-08-19T16:17:40+00:00,531051,274923972,70.185.47.47,11916218737,Human services,Targeted population support,10,Extremely well,Always,,,Prompt response. So very helpful and understanding!,,,Female,White
2020-08-20T09:54:34+00:00,531051,274923972,71.223.39.250,11918415832,Human services,Targeted population support,10,Extremely well,Always,,,Providing information and more,Continue to do what they are doing,,Female,Hispanic or Latino
2020-08-20T15:23:31+00:00,531051,274923972,68.98.226.96,11919326745,Human services,Targeted population support,10,Very well,Always,,,I felt understood without having to explain,N/a,,Female,White
2020-08-20T20:27:53+00:00,531051,274923972,98.177.161.206,11920241734,Human services,Targeted population support,10,Extremely well,Always,,,Supporting other parents that are struggling with their special kids.,N/A,,Female,White
2020-08-21T14:21:47+00:00,531051,274923972,72.210.56.106,11922283328,Human services,Targeted population support,10,Very well,Always,,,Empowering parents and caregivers by providing  social and emotional support and tools and resources for a safe and fulfilled life.,,,Female,White
2020-08-21T14:59:29+00:00,531051,274923972,72.222.146.80,11922395713,Human services,Targeted population support,10,Extremely well,Always,,,Finding resources and very friendly.,Not sure you guys are great,,Female,Native Hawaiian or other Pacific Islander
2020-08-21T15:14:52+00:00,531051,274923972,207.108.136.50,11922445178,Human services,Targeted population support,10,Extremely well,Always,,,Family support and resources.,They are doing great continue to gather information.,,,
2020-08-22T23:30:58+00:00,531051,274923972,173.219.178.17,11925243858,Human services,Targeted population support,7,A little bit,Mostly,,,Support,More resources,,Female,Hispanic or Latino
2020-08-23T03:06:47+00:00,531051,274923972,199.66.171.154,11925423315,Human services,Targeted population support,10,Very well,Always,,,,,,Female,Hispanic or Latino
2020-08-24T20:57:34+00:00,531051,274923972,72.217.113.205,11929287600,Human services,Targeted population support,0,Not well at all,Mostly,,,Classes,Parent to parent quickness of responses,,Female,White
2020-08-25T19:33:32+00:00,531051,274923972,75.167.199.123,11932384842,Human services,Targeted population support,10,Extremely well,Always,,,Understanding what other parents with special needs are going through.,nothing they're great!!,,Female,White
2020-08-26T01:06:41+00:00,531051,274923972,68.98.86.3,11933212561,Human services,Targeted population support,10,Extremely well,Always,,,Darnos consejos y apoyarnos en los pasos que tenemos que seguir para buscar beneficios para nuestros niños,No tengo idea apenas los estoy conociendo,,Female,Hispanic or Latino
2020-08-28T07:32:06+00:00,531051,274923972,72.201.182.79,11940413184,Human services,Targeted population support,10,Extremely well,Always,,,Los consejos que dan,Que todos alli den la misma ayuda siempre,,Female,Hispanic or Latino
2020-08-28T15:11:05+00:00,531051,274923972,184.101.169.80,11941479729,Human services,Targeted population support,10,Very well,Always,,,providing information and speaking from experience,,,,
2020-08-28T20:03:31+00:00,531051,274923972,70.163.231.63,11942275858,Human services,Targeted population support,10,Extremely well,Always,,,directing parents how to go about getting services for their special needs kid,nothing-- I was pleased!,,Female,White
2020-08-29T01:38:05+00:00,531051,274923972,68.3.240.234,11942959637,Human services,Targeted population support,10,Extremely well,Always,,,Listening understanding and supporting. Additionally giving resources and information that is very helpful.,I couldn’t think of anything to me was an excellent experience and I’m full of gratitude!,,Female,Another race or ethnicity please describe below
2020-08-29T16:49:58+00:00,531051,274923972,174.17.207.79,11944091480,Human services,Targeted population support,9,,Always,,,,,,,
2020-08-31T03:29:52+00:00,531051,274923972,75.167.169.137,11946191658,Human services,Targeted population support,10,Fairly well,Always,,,La arencion q brindan,No lo se,,,
2020-09-01T05:48:33+00:00,531051,274923972,184.98.78.13,11949656381,Human services,Targeted population support,10,Extremely well,Always,,,They had so much information I didn’t know about. They also understood that I was overwhelmed and continued to help me,I believe they did the best they could. I know they can offer more after the pandemic,,Female,Native American or Alaska Native
2020-09-01T16:15:03+00:00,531051,274923972,24.248.36.27,11951150958,Human services,Targeted population support,10,Extremely well,Always,,,Finding sources and caring about your situation.,Honestly they have been amazing for me.,,Female,White
2020-09-03T14:13:44+00:00,531051,274923972,24.56.20.246,11957541079,Human services,Targeted population support,10,Extremely well,Always,,,Explaining how and where to apply for services needed for the child,Can’t think of anything,,Female,White
2020-09-03T17:01:03+00:00,531051,274923972,75.167.185.97,11958103104,Human services,Targeted population support,10,Extremely well,Mostly,,,,,,,
2020-09-03T20:57:53+00:00,531051,274923972,184.101.12.76,11958798984,Human services,Targeted population support,10,Extremely well,Always,,,Understanding the Special Needs community providing helpful information listening caring & follow-through.,?,,Female,White
2020-09-04T08:05:02+00:00,531051,274923972,98.177.156.105,11960015992,Human services,Targeted population support,8,Fairly well,Always,,,Que se comunican con nosotros para darle seguimiento a nuestras necesidades de nuestro hijo.,Darnos un poco de mayor atención y agilizando un poco más nuestro proceso para atender las necesidades a nuestros hijos ya que son nuestra mayor prioridad.,,Male,Hispanic or Latino
2020-09-04T15:02:16+00:00,531051,274923972,71.223.33.66,11960951273,Human services,Targeted population support,9,Very well,Always,,,Communicate right back and helping with loads of information which is required exact on time,I think you guys are awesome and really know your job very well  blessings for each and every one work there,,Female,Asian
2020-09-04T15:46:25+00:00,531051,274923972,72.201.113.125,11961082235,Human services,Targeted population support,10,Extremely well,Always,,,Just moved from out of state. The conversation was a lesson in acronyms and services available wrapped in a list of resources. Exactly what I needed.,It was all very helpful.,,Female,White
2020-09-04T15:46:09+00:00,531051,274923972,152.132.9.197,11961082700,Human services,Targeted population support,10,Fairly well,Always,,,first hand knowledge and experience.  Compassionate support,Make the school give my child the services he needs.  I know you can't do that but if you could!,,Female,White
2020-09-04T16:07:04+00:00,531051,274923972,70.176.16.209,11961141897,Human services,Targeted population support,10,Very well,Sometimes,,,Dar información,Esta b ien,,Female,Hispanic or Latino
2020-09-04T18:17:53+00:00,531051,274923972,174.238.138.250,11961478594,Human services,Targeted population support,10,Extremely well,Always,,,Communication and knowledge of laws,Have a rep in yuma,,Male,White
2020-09-05T01:38:30+00:00,531051,274923972,72.201.136.222,11962378605,Human services,Targeted population support,,Very well,Always,,,listening helping and referring,I am not sure at this time.,,Female,Black or African American
2020-09-07T07:34:24+00:00,531051,274923972,68.98.235.120,11965691322,Human services,Targeted population support,10,Extremely well,Always,,,Taking their time out to evaluate specifically everything about the child.,I don't find anything they can do better. Everything is accurately done.,,Female,Hispanic or Latino
2020-09-07T13:53:11+00:00,531051,274923972,72.217.14.15,11966396725,Human services,Targeted population support,10,Extremely well,Always,,,My advocate helped me so much with resources and just support,Nothing,,Female,White
2020-09-07T22:37:38+00:00,531051,274923972,68.230.42.197,11967298199,Human services,Targeted population support,10,Very well,Always,,,En lo k nesecitaba me ayudaton,,,,Hispanic or Latino
2020-09-08T04:20:45+00:00,531051,274923972,184.103.171.248,11967825222,Human services,Targeted population support,10,Extremely well,Always,,,The specialist is an extremely good listener and very knowledgable.  I felt quickly at ease and comfortable sharing challenges.,I would like to reconnect with her now that I've had a conversation with a peer mom who has been trained and has experienced similar things along her journey as a special needs mom.,,Female,White
2020-09-09T12:35:37+00:00,531051,274923972,184.98.64.137,11972209997,Human services,Targeted population support,10,Extremely well,Always,,,Answering questions and following up,nothing,,Female,White
2020-09-09T12:47:58+00:00,531051,274923972,98.179.83.36,11972255096,Human services,Targeted population support,10,Very well,Always,,,Providing comprehensive lists of resources in a compassionate way,Nothing that I’m aware off,,Female,White
2020-09-09T22:21:48+00:00,531051,274923972,107.77.228.140,11974056400,Human services,Targeted population support,10,Extremely well,Always,,,Support and compassion and resources.,Reading articles recommendations?,,Female,White
2020-09-10T13:11:29+00:00,531051,274923972,71.223.20.54,11975922795,Human services,Targeted population support,10,Extremely well,Always,,,Guidance on IDEA and other educational needs as well as transitions of life and family and personal support for the everyday world raising special kids leads.,not sure.,,Female,White
2020-09-10T13:56:33+00:00,531051,274923972,47.213.192.76,11976038807,Human services,Targeted population support,10,Extremely well,Always,,,Understanding my issues and giving advice.,So far nothing at all.,,Female,Hispanic or Latino
2020-09-10T23:59:10+00:00,531051,274923972,184.101.22.223,11977829145,Human services,Targeted population support,10,Extremely well,Always,,,Communication,To soon to say,,,
2020-09-11T04:51:32+00:00,531051,274923972,172.58.21.43,11978329749,Human services,Targeted population support,10,Fairly well,Always,,,Connecting to resources empathy,Nothing that I am aware of.,,Female,White
2020-09-11T07:12:09+00:00,531051,274923972,172.58.23.246,11978519528,Human services,Targeted population support,10,Fairly well,Mostly,,,Dar información acerca de todos los  conocimientos que tienen y apoyar a la familia,En tener más información de talleres de  el comportamiento de  autismo  en diferentes edades de l los niños,,Prefer to self-describe,Black or African American
2020-09-11T12:04:41+00:00,531051,274923972,172.58.17.45,11979052932,Human services,Targeted population support,10,Extremely well,Always,,,Enables y si me ayudarme mucho gracias,Para mi fue muy bien tube mucha ayuda pasencia gracias,,Female,Hispanic or Latino
2020-09-11T15:37:21+00:00,531051,274923972,184.187.127.196,11979697456,Human services,Targeted population support,10,Extremely well,Always,,,It good to get help and answering questions you have,NA,,Male,White
2020-09-14T15:04:46+00:00,531051,274923972,184.103.186.77,11986256808,Human services,Targeted population support,10,Extremely well,Always,,,Knowledgeable in the info I was looking for. Brittany was quick to call and se d out info.,Nothing that I can think of.,,Female,White
2020-09-16T13:13:43+00:00,531051,274923972,68.107.140.104,11992800724,Human services,Targeted population support,8,Very well,Always,,,Recommending resources.,,,Female,White
2020-09-16T19:39:38+00:00,531051,274923972,174.17.128.172,11994064487,Human services,Targeted population support,10,Extremely well,Always,,,They are very helpful and informative on assisting me with my child in a time of need,n/a,,Female,Other | Mexican American
2020-09-16T23:06:58+00:00,531051,274923972,70.163.133.29,11994611297,Human services,Targeted population support,10,Very well,Always,,,Listening and providing resources,,,Female,Hispanic or Latino
2020-09-17T16:19:19+00:00,531051,274923972,68.228.207.230,11996790750,Human services,Targeted population support,10,Extremely well,Always,,,Helping me advocate for my child and know my rights. Connecting me to helpful recourses.,Nothing. Very helpful.,,Female,White
2020-09-18T14:10:34+00:00,531051,274923972,70.180.28.6,11999794773,Human services,Targeted population support,10,Very well,Always,,,Communication empathy.,Broadcast they exist while the patient in the hospitals and are eligible for long term care.,,Male,
2020-09-19T03:41:00+00:00,531051,274923972,98.165.238.225,12001608176,Human services,Targeted population support,10,Very well,Always,,,Providing information and relatability.,Providing more financial resources for families affected by the pandemic.,,Female,Native Hawaiian or other Pacific Islander
2020-09-03T10:55:26+00:00,531051,274923972,172.58.23.235,11957010991,Human services,Targeted population support,10,Very well,Always,,,Apoyar  sinsera mente,Apoyando más niños aque no ayga limites,,Male,Hispanic or Latino
2020-09-22T15:47:09+00:00,531051,274923972,72.208.180.155,12009914082,Human services,Targeted population support,10,Extremely well,Always,,,Helping   To get information on what I was needed help with,N/A,,Female,Hispanic or Latino
2020-09-22T21:49:24+00:00,531051,274923972,174.73.220.61,12011033315,Human services,Targeted population support,8,Fairly well,Sometimes,,,Esta vez recibí apoyo moral y físico de Claudia. Me encanto,Contraten más personas como Claudia.,,Female,Hispanic or Latino
2020-09-23T01:14:26+00:00,531051,274923972,174.26.106.211,12011577776,Human services,Targeted population support,10,Fairly well,Always,,,Communication,Nothing,,Female,Black or African American
2020-09-23T05:27:30+00:00,531051,274923972,47.215.193.98,12012039979,Human services,Targeted population support,8,Fairly well,Always,,,Responder a nuestras dudas,Seguir siendo amables y contestando nuestras dudas hrasias,,Female,Hispanic or Latino
2020-09-23T15:44:54+00:00,531051,274923972,63.145.91.251,12013585721,Human services,Targeted population support,,Extremely well,Always,,,giving out important information to families in need,,,Female,Hispanic or Latino
2020-09-24T07:07:11+00:00,531051,274923972,70.172.44.25,12015728662,Human services,Targeted population support,10,Extremely well,Always,,,Kindness listening and providing resources,Tought their help was spot on,,Female,White
2020-09-24T13:37:58+00:00,531051,274923972,75.167.239.116,12016646052,Human services,Targeted population support,7,Fairly well,Mostly,,,Resources,I asked for a charter school list in my area and they said there isn’t one. They said to Google it. I already have but some are not on Google and it very difficult to find each one and time consuming.,,Female,White
2020-09-24T18:02:39+00:00,531051,274923972,172.58.16.252,12017584164,Human services,Targeted population support,2,Not well at all,Mostly,,,It was not helpful in my stiuation,Check back to see if anything was resolved,,Female,
2020-09-24T20:15:51+00:00,531051,274923972,98.186.223.195,12017995287,Human services,Targeted population support,10,Extremely well,Always,,,Education problems i.e.p.  evaluation resources raising special kids has many resources in regards to education and mental health for CHILDREN.,Nothing,,Female,Multiracial or Multiethnic
2020-09-25T10:03:30+00:00,531051,274923972,65.124.30.34,12019580501,Human services,Targeted population support,10,Extremely well,Always,,,Helping giving advice and information.,Not sure yet.,,Female,White
2020-09-29T17:04:19+00:00,531051,274923972,184.101.58.214,12030902461,Human services,Targeted population support,10,,Always,,,su experiencia nos alluda a aprender mas.,con mas éventos para ser conocidos por todas las familias con niños especiales.,,Female,Hispanic or Latino
2020-09-29T20:29:57+00:00,531051,274923972,174.67.122.162,12031603834,Human services,Targeted population support,10,Extremely well,Always,,,Being kid patient & knowledgeable,n/a,,Female,Hispanic or Latino
2020-10-02T19:31:22+00:00,531051,274923972,76.18.118.225,12042194935,Human services,Targeted population support,10,Very well,Always,,,Giving much needed information,Not a thing,,Female,White
2020-10-06T15:12:42+00:00,531051,274923972,184.103.42.158,12051683644,Human services,Targeted population support,10,Extremely well,Always,,,Emotional and informative support,Everything they do is great already I see no changes needed at the moment.,,Female,Hispanic or Latino
2020-10-07T17:27:57+00:00,531051,274923972,184.181.12.183,12055996858,Human services,Targeted population support,10,Very well,Always,,,,,,Female,White
2020-10-08T12:04:52+00:00,531051,274923972,70.162.92.88,12058527939,Human services,Targeted population support,,Extremely well,Always,,,Claudia's knowledge and compassion,nothing,,Male,Asian
2020-10-08T13:37:38+00:00,531051,274923972,184.101.142.210,12058856785,Human services,Targeted population support,10,Extremely well,Always,,,Listening giving advice helping navigate services,Nothing! Perfect as is,,Female,Middle Eastern or North African
2020-10-08T16:55:39+00:00,531051,274923972,68.98.84.222,12059590768,Human services,Targeted population support,1,Not well at all,Rarely,,,,Communication.  Never followed up on assistance for my children.  Both my kids are still struggling and was not given proper resources.,,Female,White
2020-10-08T19:47:48+00:00,531051,274923972,160.3.113.154,12060139770,Human services,Targeted population support,10,Extremely well,Always,,,Talking to parents in a way we understand.,Nothing,,Female,White
2020-10-09T14:11:49+00:00,531051,274923972,70.163.144.203,12062500339,Human services,Targeted population support,10,Extremely well,Always,,,Helping us to focus and identify solutions to specific needs for our grandson.,We have no suggestion.,,Male,Black or African American
2020-10-09T21:10:35+00:00,531051,274923972,174.18.110.239,12063728279,Human services,Targeted population support,10,Extremely well,Always,,,This organization is WONDERFUL at communicating understanding supporting & listening!! I spoke with Claudia & she was so very helpful with any questions I had and she really provided me with a lot of beneficial information that will positively benefit my family and I.,Raising special kids is doing everything right in my opinion! Keep up the great work!,,Female,White
2020-10-12T21:31:55+00:00,531051,274923972,24.56.4.13,12069906966,Human services,Targeted population support,10,,,,,Giving me resources and making me feel like I'm not alone!,I'm brand new to the organization but am very happy with my initial call!,,,
2020-10-13T23:19:39+00:00,531051,274923972,68.104.183.2,12073625091,Human services,Targeted population support,5,A little bit,Always,,,Experienced staff,More direct support  to desperate families in need,,Female,Hispanic or Latino
2020-10-14T20:02:11+00:00,531051,274923972,107.77.245.14,12076621377,Human services,Targeted population support,10,Extremely well,Always,,,Todo,Todo esta bien,,Female,Hispanic or Latino
2020-10-15T00:21:16+00:00,531051,274923972,68.0.185.58,12077293004,Human services,Targeted population support,10,Extremely well,Always,,,Getting back to people quickly and giving parents the info they need.,I cant think of anything.,,Female,White
2020-10-15T20:10:07+00:00,531051,274923972,68.106.63.28,12080281332,Human services,Targeted population support,10,Extremely well,Always,,,Resources and options when  you feel at a loss with what is going on.,Nothing they are amazing.,,Female,Native American or Alaska Native
2020-10-20T00:31:03+00:00,531051,274923972,174.238.146.89,12090765472,Human services,Targeted population support,10,Very well,Always,,,Toda la información excelente para nosotros los padres que necesitamos ayuda y aducirnos para nuestros hijos.,Para mi en lo personal fue una experiencia muy buena y muy amables,,Male,Hispanic or Latino
2020-10-20T04:26:56+00:00,531051,274923972,70.166.113.201,12091182669,Human services,Targeted population support,10,Extremely well,Always,,,educating parents of their rights with special education needs,I felt the information provided was very useful as special education is very confusing and can be overwhelming,,Female,Middle Eastern or North African
2020-10-21T11:32:23+00:00,531051,274923972,70.190.228.154,12095722196,Human services,Targeted population support,10,Extremely well,Always,,,Te informan tus derechos y lo que no  debes hacer,Mejorarlo no pero si Anunciarse mas o hacer propaganda para dar a conocerse mas,,Female,Hispanic or Latino
2020-10-22T18:38:45+00:00,531051,274923972,98.177.177.228,12100782977,Human services,Targeted population support,10,Extremely well,Always,,,Helping parents help their children!,Nothing that I can think of.,,Female,Black or African American
2020-10-23T14:33:32+00:00,531051,274923972,107.77.230.137,12103440923,Human services,Targeted population support,10,Extremely well,Mostly,,,Listening & giving great referrals!,,,Female,White
2020-10-23T16:15:06+00:00,531051,274923972,68.109.173.130,12103793459,Human services,Targeted population support,10,Very well,Always,,,Quick response to my request and very supportive and helpful.,,,Female,White
2020-10-24T16:28:47+00:00,531051,274923972,98.179.96.208,12106203265,Human services,Targeted population support,10,Extremely well,Always,,,Orientar a familias con necesidades en el conocimiento de cómo se debe impartir la enseñanza educativa en nuestros niños con discapacidad!Y algo muy importante para mi es el apoyo emocional el hacerme sentir que no estoy sola qué hay una luz al final que me guía y me lleva a lograr los objetivos que llevarán a mi hijo a tener éxito social y académicamente! Gracias Rasing Special Kids!,Pienso que el servicio que he recibido por parte de Raising Special Kids ha sido muy sustancioso y estoy satisfecha de lo que he logrado para mi hijo Gracias su Organización,,Female,Hispanic or Latino
2020-10-26T14:31:05+00:00,531051,274923972,174.238.3.88,12109744445,Human services,Targeted population support,1,Not well at all,Rarely,,,Not sure. Lady that called me back to discuss things was obnoxious and rude,Be more friendly and understanding,,Female,White
2020-10-26T16:45:08+00:00,531051,274923972,172.58.21.166,12110218053,Human services,Targeted population support,10,Extremely well,Always,,,Very informational,Na,,Female,White
2020-10-26T21:55:13+00:00,531051,274923972,174.26.78.73,12111184427,Human services,Targeted population support,9,Very well,Always,,,They are knowledgable and compassionate.,N/a,,Female,White
2020-10-27T03:05:17+00:00,531051,274923972,70.93.124.243,12111870460,Human services,Targeted population support,9,Very well,Always,,,Escuchar nuestras preguntas e inquietudes.,N/A,,Female,Hispanic or Latino
2020-10-27T13:49:30+00:00,531051,274923972,174.26.70.107,12113138529,Human services,Targeted population support,10,Extremely well,Always,,,Providing advice and support when I feel almost lost in the school system,Nothing Jenny was amazing thank you,,Female,White
2020-10-27T15:13:53+00:00,531051,274923972,174.238.148.218,12113456418,Human services,Targeted population support,10,Extremely well,Always,,,Knowledge and Understanding,Nothing,,Female,White
2020-10-27T19:20:46+00:00,531051,274923972,107.77.227.185,12114338716,Human services,Targeted population support,10,Extremely well,Always,,,Communication of information,Nothing,,Male,White
2020-10-28T14:37:44+00:00,531051,274923972,174.22.198.49,12117128189,Human services,Targeted population support,9,Fairly well,Always,,,Reaching out so fast,Nothing,,Female,Black or African American
2020-10-29T19:09:12+00:00,531051,274923972,72.217.110.52,12121636821,Human services,Targeted population support,8,Fairly well,Always,,,Quick response time able to help a parent organize thoughts and ideas,,,Female,White
2020-10-30T00:50:23+00:00,531051,274923972,75.167.248.56,12122732160,Human services,Targeted population support,9,Very well,Always,,,identifying resources we needed for assistance.,I don't know,,Male,White
2020-10-30T15:36:25+00:00,531051,274923972,172.58.17.159,12124635347,Human services,Targeted population support,9,Very well,Always,,,Evething they have all the info and guidance that parents of special kid need,,,Female,Hispanic or Latino
2020-10-30T17:24:00+00:00,531051,274923972,174.22.199.161,12125025471,Human services,Targeted population support,10,Very well,Always,,,Listening to the concern of the parent and then taking what the parents concerns are and showing how it affects the child in support of services/regulations and suggestions on how to improve the services for the child.,Offer more 1:1 in person support with IEP meeting and transition,,,
2020-10-30T20:47:38+00:00,531051,274923972,70.93.54.100,12125677295,Human services,Targeted population support,10,A little bit,Mostly,,,Dar información que ayuda ala jente,Abriendo oficinas locales,,Female,Hispanic or Latino
2020-10-30T22:25:31+00:00,531051,274923972,174.198.212.154,12125918582,Human services,Targeted population support,10,Extremely well,Always,,,Contact response  information sharing  support,IDK,,Female,Asian
2020-11-02T16:37:54+00:00,531051,274923972,172.58.92.36,12131215992,Human services,Targeted population support,10,Extremely well,Rarely,,,Muy bien informado  y atención,Na,,Female,Hispanic or Latino
2020-11-02T20:29:29+00:00,531051,274923972,174.72.113.44,12131963690,Human services,Targeted population support,10,Extremely well,Always,,,Assessing needs and finding a good fit and providing helpful resources.,Idk,,Female,White
2020-11-02T21:33:36+00:00,531051,274923972,72.208.46.41,12132157566,Human services,Targeted population support,10,Fairly well,Always,,,Information,Information,,Male,White
2020-11-02T23:56:35+00:00,531051,274923972,70.176.140.36,12132546033,Human services,Targeted population support,10,Very well,Always,,,Everything,Resources,,,
2020-11-04T14:16:38+00:00,531051,274923972,174.17.176.230,12137641538,Human services,Targeted population support,10,Extremely well,Always,,,Gives good advice and information,Nothing,,Female,White
2020-11-04T16:07:08+00:00,531051,274923972,174.238.5.176,12138020493,Human services,Targeted population support,10,Extremely well,Always,,,Amazing advice and information and rights,There is nothing I think you guys do an amazing job,,Female,Hispanic or Latino
